Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"navigateToUrl(""http://localhost:3000/"")",Chrome 136.0.0.0,,,09-05-2025 20:16:44,09-05-2025 20:16:46,2.015s,PASSED
"setText(findTestObject(""Object Repository/Page_Employee Sustainability Page/input_Username_input""), ""vika"")",Chrome 136.0.0.0,,,09-05-2025 20:16:46,09-05-2025 20:16:47,0.719s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Employee Sustainability Page/input_Password_input""), ""aeHFOx8jV/A="")",Chrome 136.0.0.0,,,09-05-2025 20:16:47,09-05-2025 20:16:47,0.339s,PASSED
"click(findTestObject(""Object Repository/Page_Employee Sustainability Page/button_Image ID 1_button""))",Chrome 136.0.0.0,,,09-05-2025 20:16:47,09-05-2025 20:16:47,0.321s,PASSED
"click(findTestObject(""Object Repository/Page_Employee Sustainability Page/strong_My Profile""))",Chrome 136.0.0.0,,,09-05-2025 20:16:47,09-05-2025 20:16:48,1.043s,PASSED
"click(findTestObject(""Object Repository/Page_Employee Sustainability Page/div_My ProfileFootprint CalculatorAnalytics_0db291""))",Chrome 136.0.0.0,,,09-05-2025 20:16:48,09-05-2025 20:16:49,0.447s,PASSED
"click(findTestObject(""Object Repository/Page_Employee Sustainability Page/strong_Footprint Calculator""))",Chrome 136.0.0.0,,,09-05-2025 20:16:49,09-05-2025 20:16:49,0.312s,PASSED
"click(findTestObject(""Object Repository/Page_Employee Sustainability Page/strong_Analytics""))",Chrome 136.0.0.0,,,09-05-2025 20:16:49,09-05-2025 20:16:50,0.305s,PASSED
"click(findTestObject(""Object Repository/Page_Employee Sustainability Page/strong_Explore""))",Chrome 136.0.0.0,,,09-05-2025 20:16:50,09-05-2025 20:16:50,0.312s,PASSED
"click(findTestObject(""Object Repository/Page_Employee Sustainability Page/strong_Schedule""))",Chrome 136.0.0.0,,,09-05-2025 20:16:50,09-05-2025 20:16:50,0.311s,PASSED
"click(findTestObject(""Object Repository/Page_Employee Sustainability Page/span_Schedule_icon""))",Chrome 136.0.0.0,,,09-05-2025 20:16:50,09-05-2025 20:16:50,0.306s,PASSED
,,,,,,,
Test Cases/Reward_Badges,Chrome 136.0.0.0,,,09-05-2025 20:18:25,09-05-2025 20:18:28,3.205s,FAILED
"openBrowser("""")",Chrome 136.0.0.0,,,09-05-2025 20:18:25,09-05-2025 20:18:26,0.996s,PASSED
"navigateToUrl(""http://localhost:3000/"")",Chrome 136.0.0.0,,,09-05-2025 20:18:26,09-05-2025 20:18:27,1.109s,PASSED
"setText(findTestObject(""Object Repository/Page_Employee Sustainability Page/input_Username_input""), ""anna"")",Chrome 136.0.0.0,,,09-05-2025 20:18:27,09-05-2025 20:18:28,1.080s,FAILED
