Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"setEncryptedText(findTestObject(""Object Repository/Page_Employee Sustainability Page/input_Confirm Password_input""), ""aeHFOx8jV/A="")",Chrome 136.0.0.0,,,09-05-2025 20:21:19,09-05-2025 20:21:20,0.416s,PASSED
"click(findTestObject(""Object Repository/Page_Employee Sustainability Page/path""))",Chrome 136.0.0.0,,,09-05-2025 20:21:20,09-05-2025 20:21:53,33.699s,PASSED
,,,,,,,
Test Cases/User_Login,Chrome 136.0.0.0,,,09-05-2025 20:21:53,09-05-2025 20:22:02,8.407s,PASSED
"openBrowser("""")",Chrome 136.0.0.0,,,09-05-2025 20:21:53,09-05-2025 20:21:55,1.197s,PASSED
"navigateToUrl(""http://localhost:3000/"")",Chrome 136.0.0.0,,,09-05-2025 20:21:55,09-05-2025 20:21:57,2.286s,PASSED
"setText(findTestObject(""Object Repository/Page_Employee Sustainability Page/input_Username_input""), ""vika"")",Chrome 136.0.0.0,,,09-05-2025 20:21:57,09-05-2025 20:21:58,0.703s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Employee Sustainability Page/input_Password_input""), ""aeHFOx8jV/A="")",Chrome 136.0.0.0,,,09-05-2025 20:21:58,09-05-2025 20:21:58,0.327s,PASSED
"click(findTestObject(""Object Repository/Page_Employee Sustainability Page/button_Image ID 1_button""))",Chrome 136.0.0.0,,,09-05-2025 20:21:58,09-05-2025 20:21:58,0.355s,PASSED
"click(findTestObject(""Object Repository/Page_Employee Sustainability Page/strong_My Profile""))",Chrome 136.0.0.0,,,09-05-2025 20:21:58,09-05-2025 20:21:59,1.141s,PASSED
"click(findTestObject(""Object Repository/Page_Employee Sustainability Page/div_My ProfileFootprint CalculatorAnalytics_0db291""))",Chrome 136.0.0.0,,,09-05-2025 20:21:59,09-05-2025 20:22:00,0.534s,PASSED
"click(findTestObject(""Object Repository/Page_Employee Sustainability Page/strong_Footprint Calculator""))",Chrome 136.0.0.0,,,09-05-2025 20:22:00,09-05-2025 20:22:00,0.314s,PASSED
"click(findTestObject(""Object Repository/Page_Employee Sustainability Page/strong_Analytics""))",Chrome 136.0.0.0,,,09-05-2025 20:22:00,09-05-2025 20:22:01,0.315s,PASSED
"click(findTestObject(""Object Repository/Page_Employee Sustainability Page/strong_Explore""))",Chrome 136.0.0.0,,,09-05-2025 20:22:01,09-05-2025 20:22:01,0.310s,PASSED
"click(findTestObject(""Object Repository/Page_Employee Sustainability Page/strong_Schedule""))",Chrome 136.0.0.0,,,09-05-2025 20:22:01,09-05-2025 20:22:01,0.341s,PASSED
"click(findTestObject(""Object Repository/Page_Employee Sustainability Page/span_Schedule_icon""))",Chrome 136.0.0.0,,,09-05-2025 20:22:01,09-05-2025 20:22:02,0.499s,PASSED
,,,,,,,
Test Cases/Reward_Badges,Chrome 136.0.0.0,,,09-05-2025 20:22:02,09-05-2025 20:22:16,14.675s,PASSED
"openBrowser("""")",Chrome 136.0.0.0,,,09-05-2025 20:22:02,09-05-2025 20:22:03,1.128s,PASSED
"navigateToUrl(""http://localhost:3000/"")",Chrome 136.0.0.0,,,09-05-2025 20:22:03,09-05-2025 20:22:05,1.933s,PASSED
"setText(findTestObject(""Object Repository/Page_Employee Sustainability Page/input_Username_input""), ""anna"")",Chrome 136.0.0.0,,,09-05-2025 20:22:05,09-05-2025 20:22:06,0.719s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Employee Sustainability Page/input_Password_input""), ""aeHFOx8jV/A="")",Chrome 136.0.0.0,,,09-05-2025 20:22:06,09-05-2025 20:22:06,0.339s,PASSED
"click(findTestObject(""Object Repository/Page_Employee Sustainability Page/button_Image ID 1_button""))",Chrome 136.0.0.0,,,09-05-2025 20:22:06,09-05-2025 20:22:06,0.314s,PASSED
"click(findTestObject(""Object Repository/Page_Employee Sustainability Page/a_Rewards""))",Chrome 136.0.0.0,,,09-05-2025 20:22:06,09-05-2025 20:22:07,0.994s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Page_Employee Sustainability Page/h2_Rewards""), 0)",Chrome 136.0.0.0,,,09-05-2025 20:22:07,09-05-2025 20:22:08,0.301s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Page_Employee Sustainability Page/h5_Congratulations  Youve unlocked 1 Day Off""), 0)",Chrome 136.0.0.0,,,09-05-2025 20:22:08,09-05-2025 20:22:08,0.283s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Page_Employee Sustainability Page/p_Scan or share the QR code below with HR""), 0)",Chrome 136.0.0.0,,,09-05-2025 20:22:08,09-05-2025 20:22:08,0.285s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Page_Employee Sustainability Page/img_Congratulations  Youve unlocked 1 Day Off_box""), 0)",Chrome 136.0.0.0,,,09-05-2025 20:22:08,09-05-2025 20:22:09,0.299s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Page_Employee Sustainability Page/a_Congratulations  Youve unlocked 1 Day Off_5cf97c""), 0)",Chrome 136.0.0.0,,,09-05-2025 20:22:09,09-05-2025 20:22:09,0.288s,PASSED
"click(findTestObject(""Object Repository/Page_Employee Sustainability Page/a_Congratulations  Youve unlocked 1 Day Off_5cf97c""))",Chrome 136.0.0.0,,,09-05-2025 20:22:09,09-05-2025 20:22:09,0.320s,PASSED
"click(findTestObject(""Object Repository/Page_Employee Sustainability Page/a_My Profile""))",Chrome 136.0.0.0,,,09-05-2025 20:22:09,09-05-2025 20:22:10,0.335s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Page_Employee Sustainability Page/h3_My Badges""), 0)",Chrome 136.0.0.0,,,09-05-2025 20:22:10,09-05-2025 20:22:14,4.596s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Page_Employee Sustainability Page/img_My Badges_badge-image""), 0)",Chrome 136.0.0.0,,,09-05-2025 20:22:14,09-05-2025 20:22:14,0.274s,PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Employee Sustainability Page/img_Green Ambassador_badge-image""), """")",Chrome 136.0.0.0,,,09-05-2025 20:22:14,09-05-2025 20:22:15,0.329s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Page_Employee Sustainability Page/img_Eco Explorer_badge-image""), 0)",Chrome 136.0.0.0,,,09-05-2025 20:22:15,09-05-2025 20:22:15,0.279s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Page_Employee Sustainability Page/img_Trendsetter_badge-image""), 0)",Chrome 136.0.0.0,,,09-05-2025 20:22:15,09-05-2025 20:22:15,0.301s,PASSED
"click(findTestObject(""Object Repository/Page_Employee Sustainability Page/div_TrendsetterAwarded for having 3 likes o_447ad1""))",Chrome 136.0.0.0,,,09-05-2025 20:22:15,09-05-2025 20:22:16,0.339s,PASSED
"rightClick(findTestObject(""Object Repository/Page_Employee Sustainability Page/strong_Green Ambassador""))",Chrome 136.0.0.0,,,09-05-2025 20:22:16,09-05-2025 20:22:16,0.515s,PASSED
"click(findTestObject(""Object Repository/Page_Employee Sustainability Page/div_Green AmbassadorAwarded for posting 3 times""))",Chrome 136.0.0.0,,,09-05-2025 20:22:16,09-05-2025 20:22:16,0.319s,PASSED
